,3P,3PA,3PPct,AST,BLK,Date,FG,FGA,FGPct,FT,FTA,FTPct,ORB,Opp,Opp3P,Opp3PA,Opp3PPct,OppAST,OppBLK,OppFG,OppFGA,OppFGPct,OppFT,OppFTA,OppFTPct,OppORB,OppPF,OppPts,OppSTL,OppTOV,OppTRB,PF,Result,STL,Season,TOV,TRB,Team,TmPts,loc,OppLC
106747,5.0,13.0,0.385,19.0,5.0,2019-12-30,31.0,56.0,0.5539999999999999,29.0,38.0,0.763,10.0,Kent State,6.0,23.0,0.261,10.0,1.0,25.0,61.0,0.41,12.0,16.0,0.75,9.0,26.0,68.0,7.0,14.0,25.0,18.0,W,7.0,2020,12.0,37.0,mississippi-state,96.0,,kent-state
106748,3.0,13.0,0.231,6.0,12.0,2020-01-04,23.0,68.0,0.33799999999999997,19.0,23.0,0.826,16.0,Auburn,5.0,22.0,0.22699999999999998,9.0,6.0,27.0,65.0,0.415,21.0,30.0,0.7,11.0,20.0,80.0,10.0,11.0,37.0,22.0,L,6.0,2020,14.0,44.0,mississippi-state,68.0,,auburn
106749,4.0,15.0,0.267,9.0,3.0,2020-01-08,26.0,69.0,0.377,13.0,21.0,0.619,11.0,Alabama,10.0,24.0,0.41700000000000004,14.0,6.0,28.0,57.0,0.491,24.0,34.0,0.706,9.0,17.0,90.0,3.0,10.0,39.0,25.0,L,5.0,2020,11.0,34.0,mississippi-state,69.0,@,alabama
106750,3.0,17.0,0.17600000000000002,9.0,5.0,2020-01-11,19.0,56.0,0.33899999999999997,18.0,21.0,0.857,16.0,LSU,2.0,21.0,0.095,11.0,5.0,22.0,59.0,0.373,14.0,23.0,0.609,10.0,12.0,60.0,13.0,8.0,27.0,16.0,L,3.0,2020,16.0,44.0,mississippi-state,59.0,@,louisiana-state
106751,5.0,13.0,0.385,17.0,6.0,2020-01-14,30.0,55.0,0.545,7.0,7.0,1.0,8.0,Missouri,5.0,25.0,0.2,10.0,3.0,17.0,49.0,0.34700000000000003,6.0,10.0,0.6,7.0,15.0,45.0,8.0,19.0,21.0,15.0,W,8.0,2020,14.0,33.0,mississippi-state,72.0,,missouri
106752,6.0,20.0,0.3,21.0,6.0,2020-01-18,37.0,60.0,0.617,11.0,16.0,0.688,14.0,Georgia,3.0,18.0,0.16699999999999998,12.0,2.0,22.0,56.0,0.39299999999999996,12.0,16.0,0.75,8.0,16.0,59.0,4.0,9.0,20.0,15.0,W,6.0,2020,9.0,38.0,mississippi-state,91.0,,georgia
106753,6.0,19.0,0.316,12.0,4.0,2020-01-22,22.0,57.0,0.386,27.0,31.0,0.871,9.0,Arkansas,4.0,20.0,0.2,12.0,5.0,30.0,63.0,0.47600000000000003,6.0,11.0,0.545,5.0,23.0,70.0,5.0,7.0,27.0,15.0,W,4.0,2020,8.0,39.0,mississippi-state,77.0,,arkansas
106754,5.0,15.0,0.33299999999999996,9.0,3.0,2020-01-25,23.0,60.0,0.38299999999999995,11.0,13.0,0.846,6.0,Oklahoma,7.0,23.0,0.304,14.0,4.0,24.0,62.0,0.387,8.0,12.0,0.667,6.0,12.0,63.0,5.0,7.0,31.0,15.0,L,5.0,2020,10.0,36.0,mississippi-state,62.0,@,oklahoma
106755,7.0,12.0,0.583,13.0,3.0,2020-01-28,28.0,52.0,0.5379999999999999,15.0,17.0,0.882,8.0,Florida,8.0,21.0,0.381,12.0,4.0,26.0,58.0,0.44799999999999995,11.0,14.0,0.7859999999999999,6.0,14.0,71.0,7.0,11.0,21.0,14.0,W,3.0,2020,15.0,30.0,mississippi-state,78.0,@,florida
106756,5.0,12.0,0.41700000000000004,16.0,3.0,2020-02-01,28.0,49.0,0.5710000000000001,25.0,30.0,0.833,9.0,Tennessee,10.0,22.0,0.455,17.0,1.0,27.0,58.0,0.466,9.0,13.0,0.6920000000000001,8.0,22.0,73.0,6.0,6.0,23.0,14.0,W,2.0,2020,8.0,35.0,mississippi-state,86.0,,tennessee
106757,5.0,16.0,0.313,5.0,4.0,2020-02-04,25.0,68.0,0.368,17.0,21.0,0.81,15.0,Kentucky,1.0,10.0,0.1,14.0,2.0,24.0,54.0,0.444,31.0,36.0,0.861,7.0,14.0,80.0,7.0,7.0,34.0,25.0,L,2.0,2020,10.0,37.0,mississippi-state,72.0,@,kentucky
106758,5.0,14.0,0.35700000000000004,15.0,8.0,2020-02-08,28.0,53.0,0.528,19.0,25.0,0.76,6.0,Vanderbilt,6.0,24.0,0.25,9.0,1.0,23.0,58.0,0.397,18.0,23.0,0.7829999999999999,6.0,20.0,70.0,11.0,9.0,28.0,19.0,W,4.0,2020,16.0,36.0,mississippi-state,80.0,,vanderbilt
106759,2.0,16.0,0.125,15.0,2.0,2020-02-11,18.0,49.0,0.3670000000000001,20.0,27.0,0.741,7.0,Ole Miss,8.0,20.0,0.4,11.0,3.0,28.0,58.0,0.483,19.0,24.0,0.792,8.0,19.0,83.0,7.0,7.0,32.0,18.0,L,3.0,2020,17.0,31.0,mississippi-state,58.0,@,mississippi
106760,3.0,7.0,0.429,9.0,6.0,2020-02-15,30.0,51.0,0.588,15.0,22.0,0.682,4.0,Arkansas,6.0,16.0,0.375,10.0,1.0,24.0,52.0,0.462,23.0,26.0,0.885,7.0,18.0,77.0,4.0,13.0,26.0,23.0,W,5.0,2020,16.0,26.0,mississippi-state,78.0,@,arkansas
106761,5.0,12.0,0.41700000000000004,14.0,2.0,2020-02-19,23.0,46.0,0.5,28.0,36.0,0.778,6.0,South Carolina,4.0,17.0,0.235,17.0,1.0,29.0,60.0,0.483,14.0,19.0,0.737,8.0,24.0,76.0,11.0,15.0,29.0,18.0,W,6.0,2020,22.0,32.0,mississippi-state,79.0,,south-carolina
106762,8.0,18.0,0.444,19.0,7.0,2020-02-22,29.0,60.0,0.483,9.0,10.0,0.9,11.0,Texas A&M,9.0,17.0,0.529,18.0,4.0,31.0,52.0,0.596,16.0,18.0,0.889,5.0,15.0,87.0,8.0,11.0,20.0,16.0,L,8.0,2020,16.0,27.0,mississippi-state,75.0,@,texas-am
106763,4.0,14.0,0.28600000000000003,16.0,8.0,2020-02-25,30.0,57.0,0.526,16.0,19.0,0.8420000000000001,8.0,Alabama,11.0,32.0,0.344,12.0,4.0,27.0,70.0,0.386,8.0,15.0,0.5329999999999999,14.0,15.0,73.0,8.0,11.0,34.0,15.0,W,8.0,2020,12.0,36.0,mississippi-state,80.0,,alabama
106764,4.0,12.0,0.33299999999999996,7.0,6.0,2020-02-29,25.0,47.0,0.532,13.0,20.0,0.65,5.0,Missouri,6.0,29.0,0.207,10.0,3.0,22.0,60.0,0.3670000000000001,13.0,15.0,0.867,13.0,19.0,63.0,6.0,6.0,31.0,17.0,W,3.0,2020,9.0,27.0,mississippi-state,67.0,@,missouri
106765,5.0,14.0,0.35700000000000004,11.0,4.0,2020-03-03,22.0,56.0,0.39299999999999996,22.0,27.0,0.815,12.0,South Carolina,5.0,11.0,0.455,20.0,4.0,32.0,66.0,0.485,14.0,19.0,0.737,8.0,23.0,83.0,7.0,7.0,30.0,22.0,L,6.0,2020,14.0,33.0,mississippi-state,71.0,@,south-carolina
106766,2.0,10.0,0.2,15.0,7.0,2020-03-07,24.0,52.0,0.462,19.0,24.0,0.792,10.0,Ole Miss,2.0,17.0,0.11800000000000001,6.0,5.0,15.0,51.0,0.294,12.0,17.0,0.706,6.0,19.0,44.0,5.0,11.0,27.0,13.0,W,6.0,2020,9.0,41.0,mississippi-state,69.0,,mississippi
106767,6.0,26.0,0.231,12.0,6.0,2019-11-05,16.0,55.0,0.29100000000000004,9.0,19.0,0.474,9.0,UC-Riverside,12.0,25.0,0.48,12.0,2.0,23.0,55.0,0.418,8.0,9.0,0.889,11.0,18.0,66.0,8.0,16.0,46.0,11.0,L,6.0,2020,11.0,28.0,nebraska,47.0,,uc-riverside
106768,5.0,26.0,0.192,15.0,5.0,2019-11-09,27.0,73.0,0.37,19.0,29.0,0.655,8.0,Southern Utah,4.0,23.0,0.174,10.0,7.0,31.0,76.0,0.408,13.0,21.0,0.619,13.0,23.0,79.0,7.0,16.0,53.0,17.0,L (2 OT),9.0,2020,13.0,40.0,nebraska,78.0,,southern-utah
106769,7.0,26.0,0.26899999999999996,16.0,3.0,2019-11-15,35.0,71.0,0.493,13.0,23.0,0.565,11.0,South Dakota State,3.0,21.0,0.14300000000000002,7.0,4.0,29.0,70.0,0.414,12.0,18.0,0.667,11.0,20.0,73.0,5.0,12.0,39.0,19.0,W,5.0,2020,11.0,43.0,nebraska,90.0,,south-dakota-state
106770,12.0,21.0,0.5710000000000001,19.0,5.0,2019-11-22,31.0,54.0,0.574,19.0,37.0,0.514,4.0,Southern,9.0,29.0,0.31,20.0,4.0,34.0,83.0,0.41,9.0,10.0,0.9,18.0,25.0,86.0,5.0,12.0,47.0,12.0,W (1 OT),5.0,2020,9.0,28.0,nebraska,93.0,,southern
106771,9.0,18.0,0.5,11.0,2.0,2019-11-25,30.0,57.0,0.526,13.0,25.0,0.52,6.0,Washington State,6.0,27.0,0.222,9.0,3.0,27.0,73.0,0.37,11.0,16.0,0.688,15.0,23.0,71.0,6.0,13.0,42.0,16.0,W,5.0,2020,15.0,39.0,nebraska,82.0,N,washington-state
106772,10.0,30.0,0.33299999999999996,12.0,4.0,2019-11-26,24.0,61.0,0.39299999999999996,8.0,13.0,0.615,6.0,George Mason,11.0,25.0,0.44,14.0,6.0,32.0,65.0,0.4920000000000001,10.0,14.0,0.7140000000000001,13.0,12.0,85.0,7.0,19.0,46.0,13.0,L,9.0,2020,14.0,25.0,nebraska,66.0,N,george-mason
106773,6.0,14.0,0.429,10.0,1.0,2019-11-27,27.0,49.0,0.551,14.0,19.0,0.737,3.0,South Florida,8.0,27.0,0.29600000000000004,12.0,3.0,27.0,70.0,0.386,5.0,6.0,0.833,16.0,15.0,67.0,4.0,8.0,38.0,10.0,W,2.0,2020,9.0,24.0,nebraska,74.0,N,south-florida
106774,6.0,26.0,0.231,14.0,2.0,2019-12-04,21.0,65.0,0.32299999999999995,8.0,18.0,0.444,11.0,Georgia Tech,5.0,23.0,0.217,19.0,8.0,32.0,73.0,0.43799999999999994,4.0,8.0,0.5,12.0,17.0,73.0,10.0,16.0,45.0,14.0,L,7.0,2020,17.0,39.0,nebraska,56.0,@,georgia-tech
106775,9.0,27.0,0.33299999999999996,9.0,3.0,2019-12-07,27.0,65.0,0.415,13.0,24.0,0.542,5.0,Creighton,13.0,30.0,0.433,18.0,4.0,35.0,66.0,0.53,12.0,15.0,0.8,5.0,22.0,95.0,6.0,15.0,40.0,13.0,L,4.0,2020,12.0,31.0,nebraska,76.0,@,creighton
106776,12.0,32.0,0.375,19.0,0.0,2019-12-13,33.0,75.0,0.44,12.0,18.0,0.667,8.0,Indiana,5.0,25.0,0.2,14.0,6.0,32.0,68.0,0.47100000000000003,27.0,38.0,0.711,16.0,14.0,96.0,5.0,14.0,50.0,23.0,L (1 OT),5.0,2020,9.0,28.0,nebraska,90.0,@,indiana
106777,11.0,30.0,0.3670000000000001,22.0,2.0,2019-12-15,26.0,61.0,0.426,7.0,9.0,0.778,4.0,Purdue,6.0,35.0,0.171,12.0,7.0,24.0,79.0,0.304,2.0,5.0,0.4,18.0,15.0,56.0,5.0,9.0,47.0,9.0,W,6.0,2020,10.0,39.0,nebraska,70.0,,purdue
106778,9.0,21.0,0.429,14.0,1.0,2019-12-21,28.0,59.0,0.475,9.0,16.0,0.563,10.0,North Dakota,11.0,31.0,0.355,11.0,1.0,29.0,61.0,0.475,6.0,8.0,0.75,10.0,16.0,75.0,2.0,12.0,33.0,14.0,L,8.0,2020,11.0,31.0,nebraska,74.0,,north-dakota
106779,7.0,25.0,0.28,13.0,4.0,2019-12-29,23.0,66.0,0.348,20.0,28.0,0.7140000000000001,12.0,Texas A&M-Corpus Christi,7.0,22.0,0.318,9.0,7.0,20.0,63.0,0.317,5.0,13.0,0.385,12.0,20.0,52.0,7.0,21.0,43.0,15.0,W,15.0,2020,12.0,45.0,nebraska,73.0,,texas-am-corpus-christi
106780,8.0,31.0,0.258,15.0,2.0,2020-01-03,20.0,63.0,0.317,14.0,21.0,0.667,13.0,Rutgers,5.0,15.0,0.33299999999999996,16.0,4.0,34.0,63.0,0.54,6.0,12.0,0.5,15.0,16.0,79.0,3.0,11.0,44.0,11.0,L,7.0,2020,7.0,28.0,nebraska,62.0,,rutgers
106781,10.0,26.0,0.385,16.0,1.0,2020-01-07,26.0,53.0,0.491,14.0,26.0,0.5379999999999999,4.0,Iowa,4.0,33.0,0.121,17.0,3.0,32.0,77.0,0.41600000000000004,2.0,5.0,0.4,16.0,20.0,70.0,6.0,11.0,43.0,14.0,W,7.0,2020,11.0,31.0,nebraska,76.0,,iowa
106782,9.0,30.0,0.3,14.0,2.0,2020-01-11,21.0,67.0,0.313,6.0,11.0,0.545,7.0,Northwestern,10.0,29.0,0.345,11.0,6.0,25.0,63.0,0.397,2.0,5.0,0.4,8.0,11.0,62.0,2.0,11.0,44.0,14.0,L,7.0,2020,6.0,38.0,nebraska,57.0,@,northwestern
106783,9.0,22.0,0.409,15.0,3.0,2020-01-14,28.0,66.0,0.424,3.0,5.0,0.6,9.0,Ohio State,10.0,22.0,0.455,17.0,9.0,30.0,55.0,0.545,10.0,15.0,0.667,7.0,13.0,80.0,2.0,12.0,34.0,15.0,L,2.0,2020,8.0,26.0,nebraska,68.0,@,ohio-state
106784,9.0,30.0,0.3,16.0,1.0,2020-01-18,25.0,63.0,0.397,15.0,22.0,0.682,5.0,Indiana,8.0,26.0,0.308,21.0,8.0,31.0,61.0,0.508,12.0,20.0,0.6,8.0,17.0,82.0,2.0,15.0,42.0,18.0,L,8.0,2020,11.0,26.0,nebraska,74.0,,indiana
106785,6.0,22.0,0.273,12.0,3.0,2020-01-21,26.0,60.0,0.433,10.0,15.0,0.667,8.0,Wisconsin,18.0,34.0,0.529,23.0,4.0,29.0,63.0,0.46,6.0,8.0,0.75,9.0,16.0,82.0,5.0,10.0,38.0,13.0,L,6.0,2020,10.0,33.0,nebraska,68.0,@,wisconsin
106786,11.0,28.0,0.39299999999999996,14.0,1.0,2020-01-25,26.0,62.0,0.419,9.0,13.0,0.6920000000000001,4.0,Rutgers,8.0,22.0,0.364,15.0,7.0,28.0,62.0,0.452,11.0,17.0,0.647,9.0,14.0,75.0,6.0,12.0,40.0,17.0,L,6.0,2020,10.0,29.0,nebraska,72.0,@,rutgers
106787,9.0,21.0,0.429,16.0,1.0,2020-01-28,26.0,59.0,0.441,7.0,12.0,0.583,4.0,Michigan,7.0,24.0,0.292,13.0,6.0,28.0,56.0,0.5,16.0,24.0,0.667,10.0,16.0,79.0,9.0,15.0,39.0,22.0,L,5.0,2020,13.0,25.0,nebraska,68.0,,michigan
106788,8.0,21.0,0.381,12.0,1.0,2020-02-01,24.0,62.0,0.387,8.0,19.0,0.42100000000000004,9.0,Penn State,10.0,26.0,0.385,16.0,4.0,30.0,67.0,0.44799999999999995,6.0,14.0,0.429,13.0,17.0,76.0,5.0,15.0,47.0,16.0,L,8.0,2020,12.0,36.0,nebraska,64.0,,penn-state
106789,5.0,25.0,0.2,15.0,2.0,2020-02-08,28.0,66.0,0.424,11.0,14.0,0.7859999999999999,9.0,Iowa,11.0,28.0,0.39299999999999996,20.0,2.0,35.0,72.0,0.486,15.0,17.0,0.882,9.0,17.0,96.0,11.0,8.0,37.0,17.0,L,7.0,2020,12.0,33.0,nebraska,72.0,@,iowa
106790,7.0,33.0,0.212,18.0,0.0,2020-02-11,26.0,64.0,0.406,11.0,15.0,0.733,9.0,Maryland,7.0,23.0,0.304,20.0,2.0,25.0,52.0,0.48100000000000004,15.0,22.0,0.682,5.0,14.0,72.0,4.0,17.0,32.0,22.0,L,7.0,2020,10.0,34.0,nebraska,70.0,@,maryland
106791,8.0,25.0,0.32,15.0,2.0,2020-02-15,25.0,65.0,0.385,6.0,12.0,0.5,8.0,Wisconsin,15.0,31.0,0.484,19.0,4.0,31.0,63.0,0.4920000000000001,4.0,5.0,0.8,6.0,14.0,81.0,3.0,11.0,38.0,12.0,L,7.0,2020,10.0,34.0,nebraska,64.0,,wisconsin
106792,8.0,32.0,0.25,15.0,6.0,2020-02-20,23.0,66.0,0.348,11.0,16.0,0.688,7.0,Michigan State,13.0,27.0,0.48100000000000004,20.0,2.0,32.0,62.0,0.516,9.0,14.0,0.643,13.0,15.0,86.0,5.0,20.0,47.0,15.0,L,11.0,2020,10.0,24.0,nebraska,65.0,,michigan-state
106793,5.0,15.0,0.33299999999999996,8.0,2.0,2020-02-24,24.0,57.0,0.42100000000000004,6.0,9.0,0.667,5.0,Illinois,5.0,19.0,0.263,13.0,2.0,28.0,71.0,0.39399999999999996,10.0,17.0,0.588,14.0,10.0,71.0,6.0,10.0,42.0,14.0,L,7.0,2020,13.0,34.0,nebraska,59.0,@,illinois
106794,3.0,16.0,0.188,8.0,4.0,2020-02-27,21.0,59.0,0.35600000000000004,9.0,14.0,0.643,6.0,Ohio State,6.0,25.0,0.24,6.0,9.0,25.0,62.0,0.40299999999999997,19.0,24.0,0.792,14.0,17.0,75.0,5.0,9.0,46.0,16.0,L,5.0,2020,11.0,28.0,nebraska,54.0,,ohio-state
106795,12.0,32.0,0.375,15.0,4.0,2020-03-01,28.0,66.0,0.424,8.0,30.0,0.267,11.0,Northwestern,4.0,17.0,0.235,13.0,8.0,31.0,67.0,0.46299999999999997,15.0,20.0,0.75,9.0,21.0,81.0,11.0,20.0,42.0,17.0,L (1 OT),16.0,2020,21.0,39.0,nebraska,76.0,,northwestern
106796,4.0,13.0,0.308,8.0,2.0,2020-03-05,21.0,58.0,0.36200000000000004,12.0,15.0,0.8,8.0,Michigan,8.0,27.0,0.29600000000000004,16.0,6.0,32.0,70.0,0.457,10.0,14.0,0.7140000000000001,8.0,13.0,82.0,10.0,11.0,36.0,17.0,L,8.0,2020,22.0,37.0,nebraska,58.0,@,michigan
106797,5.0,22.0,0.22699999999999998,12.0,0.0,2020-03-08,28.0,74.0,0.37799999999999995,14.0,17.0,0.8240000000000001,11.0,Minnesota,18.0,35.0,0.514,32.0,7.0,41.0,72.0,0.569,7.0,12.0,0.583,12.0,16.0,107.0,5.0,12.0,43.0,12.0,L,5.0,2020,11.0,27.0,nebraska,75.0,@,minnesota
106798,8.0,30.0,0.267,12.0,4.0,2020-03-11,21.0,70.0,0.3,14.0,20.0,0.7,9.0,Indiana,9.0,22.0,0.409,23.0,12.0,35.0,66.0,0.53,10.0,17.0,0.588,8.0,17.0,89.0,4.0,10.0,47.0,17.0,L,8.0,2020,11.0,35.0,nebraska,64.0,N,indiana
106800,8.0,19.0,0.42100000000000004,12.0,0.0,2019-11-08,27.0,61.0,0.44299999999999995,9.0,16.0,0.563,6.0,Illinois,4.0,13.0,0.308,13.0,0.0,29.0,64.0,0.45299999999999996,21.0,30.0,0.7,16.0,21.0,83.0,5.0,17.0,46.0,23.0,L,4.0,2020,11.0,23.0,grand-canyon,71.0,,illinois
106801,4.0,18.0,0.222,8.0,0.0,2019-11-13,19.0,52.0,0.365,19.0,25.0,0.76,9.0,San Diego State,13.0,27.0,0.48100000000000004,25.0,5.0,35.0,64.0,0.547,3.0,7.0,0.429,8.0,19.0,86.0,3.0,7.0,36.0,14.0,L,4.0,2020,12.0,30.0,grand-canyon,61.0,@,san-diego-state
106802,5.0,20.0,0.25,20.0,1.0,2019-11-16,24.0,51.0,0.47100000000000003,14.0,19.0,0.737,5.0,Arkansas-Pine Bluff,3.0,14.0,0.214,9.0,2.0,22.0,56.0,0.39299999999999996,7.0,14.0,0.5,10.0,17.0,54.0,13.0,16.0,31.0,15.0,W,6.0,2020,15.0,32.0,grand-canyon,67.0,,arkansas-pine-bluff
106803,7.0,23.0,0.304,16.0,2.0,2019-11-19,22.0,59.0,0.373,18.0,21.0,0.857,9.0,Montana State,4.0,16.0,0.25,8.0,5.0,22.0,46.0,0.478,8.0,15.0,0.5329999999999999,3.0,16.0,56.0,2.0,15.0,29.0,15.0,W,8.0,2020,4.0,28.0,grand-canyon,69.0,,montana-state
106804,10.0,22.0,0.455,11.0,1.0,2019-11-22,30.0,58.0,0.517,4.0,6.0,0.667,3.0,Valparaiso,11.0,30.0,0.3670000000000001,12.0,3.0,23.0,59.0,0.39,21.0,26.0,0.8079999999999999,6.0,12.0,78.0,9.0,10.0,27.0,21.0,L,2.0,2020,17.0,29.0,grand-canyon,74.0,N,valparaiso
106805,3.0,18.0,0.16699999999999998,5.0,0.0,2019-11-23,22.0,49.0,0.449,11.0,13.0,0.846,5.0,Fordham,8.0,23.0,0.348,12.0,0.0,26.0,61.0,0.426,10.0,14.0,0.7140000000000001,11.0,14.0,70.0,5.0,9.0,32.0,12.0,L,4.0,2020,16.0,27.0,grand-canyon,58.0,N,fordham
106806,8.0,22.0,0.364,9.0,1.0,2019-11-25,24.0,60.0,0.4,12.0,14.0,0.857,9.0,Illinois State,10.0,26.0,0.385,14.0,6.0,26.0,61.0,0.426,1.0,2.0,0.5,7.0,17.0,63.0,4.0,10.0,32.0,11.0,W,5.0,2020,13.0,35.0,grand-canyon,68.0,N,illinois-state
106807,6.0,17.0,0.353,13.0,1.0,2019-11-30,20.0,50.0,0.4,14.0,21.0,0.667,9.0,Purdue-Fort Wayne,7.0,23.0,0.304,11.0,4.0,27.0,49.0,0.551,10.0,16.0,0.625,5.0,18.0,71.0,7.0,11.0,28.0,14.0,L,7.0,2020,11.0,25.0,grand-canyon,60.0,,ipfw
106808,5.0,18.0,0.278,9.0,2.0,2019-12-03,26.0,54.0,0.48100000000000004,18.0,24.0,0.75,5.0,Mount St. Mary's,10.0,32.0,0.313,11.0,3.0,22.0,61.0,0.361,13.0,19.0,0.684,9.0,21.0,67.0,6.0,12.0,31.0,16.0,W (1 OT),7.0,2020,10.0,37.0,grand-canyon,75.0,,mount-st-marys
106809,5.0,21.0,0.23800000000000002,8.0,3.0,2019-12-08,23.0,53.0,0.434,10.0,14.0,0.7140000000000001,7.0,Liberty,8.0,19.0,0.42100000000000004,13.0,1.0,22.0,48.0,0.45799999999999996,18.0,28.0,0.643,6.0,15.0,70.0,3.0,9.0,30.0,21.0,L,2.0,2020,11.0,31.0,grand-canyon,61.0,N,liberty
106810,4.0,24.0,0.16699999999999998,9.0,3.0,2019-12-12,23.0,62.0,0.371,8.0,11.0,0.727,5.0,Northern Iowa,11.0,27.0,0.40700000000000003,13.0,1.0,26.0,49.0,0.531,19.0,20.0,0.95,6.0,13.0,82.0,3.0,15.0,38.0,14.0,L,8.0,2020,5.0,20.0,grand-canyon,58.0,,northern-iowa
106811,2.0,11.0,0.182,14.0,1.0,2019-12-17,29.0,60.0,0.483,11.0,15.0,0.733,9.0,New Mexico,14.0,26.0,0.5379999999999999,23.0,1.0,31.0,56.0,0.5539999999999999,15.0,16.0,0.938,10.0,16.0,91.0,5.0,16.0,33.0,15.0,L,8.0,2020,10.0,21.0,grand-canyon,71.0,@,new-mexico
106812,11.0,19.0,0.579,14.0,1.0,2019-12-21,29.0,63.0,0.46,16.0,20.0,0.8,10.0,Eastern Illinois,8.0,30.0,0.267,13.0,9.0,19.0,60.0,0.317,17.0,27.0,0.63,10.0,19.0,63.0,5.0,11.0,36.0,19.0,W,4.0,2020,11.0,44.0,grand-canyon,85.0,,eastern-illinois
106813,6.0,17.0,0.353,12.0,2.0,2020-01-04,21.0,53.0,0.396,14.0,19.0,0.737,4.0,Cal State Bakersfield,8.0,17.0,0.47100000000000003,13.0,3.0,23.0,64.0,0.359,15.0,19.0,0.789,11.0,14.0,69.0,6.0,9.0,38.0,16.0,L,4.0,2020,9.0,29.0,grand-canyon,62.0,@,cal-state-bakersfield
106814,2.0,13.0,0.154,5.0,2.0,2020-01-11,22.0,65.0,0.33799999999999997,11.0,16.0,0.688,7.0,California Baptist,6.0,26.0,0.231,11.0,1.0,24.0,67.0,0.358,7.0,9.0,0.778,6.0,16.0,61.0,4.0,11.0,44.0,11.0,L,6.0,2020,9.0,35.0,grand-canyon,57.0,,california-baptist
106815,9.0,15.0,0.6,16.0,1.0,2020-01-16,25.0,44.0,0.568,19.0,25.0,0.76,5.0,Chicago State,10.0,20.0,0.5,18.0,0.0,21.0,46.0,0.457,12.0,16.0,0.75,5.0,16.0,64.0,5.0,10.0,19.0,16.0,W,5.0,2020,12.0,24.0,grand-canyon,78.0,@,chicago-state
106816,6.0,11.0,0.545,9.0,1.0,2020-01-19,22.0,47.0,0.46799999999999997,19.0,21.0,0.905,3.0,UMKC,9.0,26.0,0.34600000000000003,11.0,0.0,23.0,60.0,0.38299999999999995,11.0,13.0,0.846,8.0,17.0,66.0,3.0,10.0,27.0,15.0,W,5.0,2020,10.0,32.0,grand-canyon,69.0,@,missouri-kansas-city
106817,1.0,14.0,0.071,11.0,3.0,2020-01-23,26.0,59.0,0.441,27.0,33.0,0.818,13.0,Seattle,6.0,20.0,0.3,8.0,3.0,26.0,65.0,0.4,19.0,25.0,0.76,8.0,27.0,77.0,7.0,8.0,28.0,23.0,W,4.0,2020,14.0,46.0,grand-canyon,80.0,,seattle
106818,4.0,21.0,0.19,13.0,1.0,2020-01-25,24.0,60.0,0.4,17.0,24.0,0.708,9.0,Utah Valley,7.0,23.0,0.304,14.0,7.0,28.0,57.0,0.491,10.0,23.0,0.435,5.0,20.0,73.0,7.0,5.0,35.0,16.0,L,1.0,2020,9.0,36.0,grand-canyon,69.0,,utah-valley
106819,12.0,20.0,0.6,19.0,0.0,2020-01-30,29.0,50.0,0.58,17.0,22.0,0.773,8.0,Texas-Rio Grande Valley,6.0,24.0,0.25,21.0,4.0,29.0,63.0,0.46,15.0,17.0,0.882,10.0,17.0,79.0,10.0,10.0,23.0,17.0,W,4.0,2020,19.0,28.0,grand-canyon,87.0,@,texas-pan-american
106820,7.0,27.0,0.259,7.0,0.0,2020-02-01,18.0,49.0,0.3670000000000001,9.0,15.0,0.6,5.0,New Mexico State,12.0,30.0,0.4,17.0,0.0,27.0,58.0,0.466,6.0,8.0,0.75,8.0,14.0,72.0,6.0,8.0,34.0,11.0,L,2.0,2020,8.0,27.0,grand-canyon,52.0,@,new-mexico-state
106821,11.0,18.0,0.611,16.0,2.0,2020-02-08,32.0,51.0,0.627,28.0,37.0,0.757,3.0,California Baptist,19.0,36.0,0.528,21.0,2.0,32.0,68.0,0.47100000000000003,15.0,21.0,0.7140000000000001,11.0,29.0,98.0,4.0,8.0,31.0,20.0,W,3.0,2020,8.0,27.0,grand-canyon,103.0,@,california-baptist
106822,5.0,14.0,0.35700000000000004,11.0,2.0,2020-02-13,19.0,43.0,0.442,28.0,36.0,0.778,3.0,UMKC,5.0,23.0,0.217,16.0,1.0,29.0,63.0,0.46,3.0,8.0,0.375,6.0,29.0,66.0,9.0,10.0,30.0,14.0,W (1 OT),5.0,2020,14.0,34.0,grand-canyon,71.0,,missouri-kansas-city
106823,5.0,17.0,0.294,13.0,0.0,2020-02-15,26.0,53.0,0.491,14.0,22.0,0.636,7.0,Chicago State,4.0,13.0,0.308,12.0,0.0,18.0,44.0,0.409,7.0,12.0,0.583,3.0,20.0,47.0,2.0,17.0,25.0,14.0,W,9.0,2020,7.0,31.0,grand-canyon,71.0,,chicago-state
106824,6.0,17.0,0.353,11.0,1.0,2020-02-20,32.0,67.0,0.478,19.0,25.0,0.76,12.0,Seattle,11.0,28.0,0.39299999999999996,12.0,3.0,31.0,66.0,0.47,22.0,27.0,0.815,13.0,21.0,95.0,6.0,7.0,36.0,23.0,L,3.0,2020,10.0,36.0,grand-canyon,89.0,@,seattle
